REPRESENTANTE_RESTAURANTE,NOMBRE_PRODUCTO,CANTIDAD_MAXIMA,CANTIDAD_ACTUAL
p2aU3S00c_,gH7Ek0SeHA,1342919763,766077563
p2aU3S00c_,MLeJ1Syf2p,92593874,9759553
p2aU3S00c_,W5BTz0LZqq,1253694586,311367567
p2aU3S00c_,LAZK0BOht6,871120073,501125021
p2aU3S00c_,OQzaUmCPl7,1409772725,995986143
p2aU3S00c_,RmkY8s0cs7,836295670,106010755
p2aU3S00c_,qtC7qwZq84,1721189693,100440170
p2aU3S00c_,MNGg1lLns_,1159541347,203886706
p2aU3S00c_,NEr3361ZUx,1242697366,655140260
p2aU3S00c_,7vWHi3imqP,756461828,383374502
YultWtCkcY,7MUABGZM16,1067292915,263551388
YultWtCkcY,Vn2ubvbyZc,1905116231,1678352093
YultWtCkcY,xzMWRB8ft4,1982305189,822570471
YultWtCkcY,BeqFj8_wyw,1313009432,1036730029
YultWtCkcY,sTPhWS9cva,1666694691,187088460
YultWtCkcY,AqIIddmoMf,871896318,125692248
YultWtCkcY,0QgRbKXQ_o,2092788379,1970100351
YultWtCkcY,kb3IihL0SB,1402267417,1350431569
YultWtCkcY,IBZgvSv2th,1346155183,614965819
YultWtCkcY,iryeOHKWd1,873657646,9615651
YultWtCkcY,zaClBCFzBO,1793607767,1779816105
YultWtCkcY,ixe1nZ7YsK,1341077501,1281359885
YultWtCkcY,mqJ1TzDhx0,1980029858,615903295
YultWtCkcY,hq9PQZDTRz,1702953932,820697313
YultWtCkcY,HfSKtXuoL9,1963794615,374375418
YultWtCkcY,rkRW0QengJ,1091949065,578935339
YultWtCkcY,T7Eu9TBd6F,959334242,257415210
YultWtCkcY,fNpld6uxBJ,1279708119,10994384
YultWtCkcY,4vdeR__vZq,1793532674,615270248
YultWtCkcY,5xBPUi9OPQ,1229693472,950507747
LsiXuvvihm,FvPNt_2b2P,1144332849,800699445
LsiXuvvihm,OgaRkhAdml,1760600589,1191371459
LsiXuvvihm,EM4VmhEgih,414559638,14121390
LsiXuvvihm,7ZVr9Z5fTk,1679626556,1181564051
LsiXuvvihm,kEQjCp5rLJ,1905578049,795129822
LsiXuvvihm,IkBMbOek5n,1886865212,246554448
LsiXuvvihm,SoGtyCrJxN,1679823599,663250492
LsiXuvvihm,E1epTvVJn4,785059007,578437850
LsiXuvvihm,996ZGkgIpW,500005656,21036798
LsiXuvvihm,DyNXR_pkYJ,1954748744,332361564
LsiXuvvihm,HPwsHhCyWq,964644663,723565557
LsiXuvvihm,6jb4UcsAIB,2046133488,1439698089
LsiXuvvihm,QbnDwAVZhq,1612220885,1236869731
LsiXuvvihm,_skv2mfxaH,1406491416,1128107973
LsiXuvvihm,xR0jgC7lqR,2021763215,127284464
LsiXuvvihm,EZ28tIqNDT,1396218423,1047951808
LsiXuvvihm,sdImg9yxXt,649418796,372360824
LsiXuvvihm,6K4QFE7x4S,1934821961,1136362208
LsiXuvvihm,ZxMK3a51bV,1997330632,44504865
LsiXuvvihm,KobEcUPw89,763226979,354937677
UXvMbmtnPQ,UG_8e_YD5x,2101637124,1495504422
UXvMbmtnPQ,lPdtpHNXIq,2084984740,854015880
UXvMbmtnPQ,YZUXLtzLBy,1601988300,191393541
UXvMbmtnPQ,0iwgdHpkl3,1198044145,87957086
UXvMbmtnPQ,szMuVQIvc2,1257950541,1255263999
UXvMbmtnPQ,bgH8dL9F0E,1148314642,1098735564
UXvMbmtnPQ,PyL0HEEIb2,2060521080,1612106387
UXvMbmtnPQ,NiNo64w9Qh,1037206256,318564602
UXvMbmtnPQ,3ZXpRgVFxe,1385407177,1227318605
UXvMbmtnPQ,ZVGPeJCVVv,1393909138,427135970
UXvMbmtnPQ,3z1JL0jyw3,226355025,159519631
UXvMbmtnPQ,OhJIltF6tt,1259242803,301150080
UXvMbmtnPQ,yN3BcQRESB,1059673446,160323917
UXvMbmtnPQ,eaxoV4B1Qp,661667856,85539049
UXvMbmtnPQ,vX_lqpaxt7,304426300,284784243
UXvMbmtnPQ,HYfRYoncR5,1579812024,825538997
UXvMbmtnPQ,tBB8RAD7TA,989900473,513430805
UXvMbmtnPQ,5ioTUG1kiG,1124025726,684397303
UXvMbmtnPQ,OSjuW9bAhJ,2018187697,50067255
UXvMbmtnPQ,3eCAEVBZ04,1657311848,1256368875
HL1mpo3ooG,b5vKwW14U_,458410513,266269660
HL1mpo3ooG,F2vMsNO0r4,236576816,126866203
HL1mpo3ooG,EF0okkT39c,1460376606,946202976
HL1mpo3ooG,uFIWzcJLE2,1817435845,1161743749
HL1mpo3ooG,0BHBb_qT1Q,1818916009,955014013
HL1mpo3ooG,jixbdaO9X2,2137130778,619016593
HL1mpo3ooG,VTn7EppkP9,1820821962,195472413
HL1mpo3ooG,EMTnvbqfCM,2026867640,38079535
HL1mpo3ooG,FEgEN5OH2C,1749857451,787970564
HL1mpo3ooG,svjavN9wmu,2090130842,1253158089
HL1mpo3ooG,TBjPEgLzAj,2068913138,445914795
HL1mpo3ooG,9u86eBGJj4,2097948015,555592229
HL1mpo3ooG,K193e7CTRR,1555290622,782892956
HL1mpo3ooG,zjjqEj1Y8T,1646838800,920790026
HL1mpo3ooG,QM7ytTYUIs,1301146601,1164746675
HL1mpo3ooG,58znHIjEQZ,770194008,659429737
HL1mpo3ooG,bkfqhSycqW,1018051597,257528986
HL1mpo3ooG,pFhUdEWx0V,1584483580,361186632
HL1mpo3ooG,jGjzvumIKD,1266947309,239997918
HL1mpo3ooG,zP64sJxR8E,1626622127,732199971
gq2KewO2Bd,wFIcs3CVeB,1025572285,552128302
gq2KewO2Bd,VBb47Gvlau,1762786166,790461261
gq2KewO2Bd,nr9I2UoNVL,1964110126,970108189
gq2KewO2Bd,NgYWMfmbo1,775248060,205617944
gq2KewO2Bd,GdTVfexmrN,1902696868,34262332
gq2KewO2Bd,ez1kDp2XUy,594512757,255401031
gq2KewO2Bd,hFibqiYryE,1272105096,626040290
gq2KewO2Bd,jZx0qst9al,1764682862,1594000999
gq2KewO2Bd,u3oFNqJauP,2099994456,212114096
gq2KewO2Bd,wpxVLTwbN9,1727103462,683263948
gq2KewO2Bd,Wmy191VnpY,2126343778,885207631
gq2KewO2Bd,elLKGgkoMN,864605189,771443105
gq2KewO2Bd,n7TxILZ1Ev,777096931,389726678
gq2KewO2Bd,kFAXrNrZZh,2110556938,1910718170
gq2KewO2Bd,TwSy7weWUw,1274816653,138997853
gq2KewO2Bd,Hz0YYVRsGS,1102440164,170714903
gq2KewO2Bd,h8AKgMKZNc,1740431946,732075687
gq2KewO2Bd,2WxtgKkVQD,1989378687,1430136789
gq2KewO2Bd,_c4MghZxDv,1532477982,523775833
gq2KewO2Bd,LvGfyI448q,1751027061,550654178
NlBfFNLRMj,emyCw5FaIC,1727513952,600164109
NlBfFNLRMj,SQeA9_nvab,1511966866,357672540
NlBfFNLRMj,NDtkYmOjM5,1310665781,737379162
NlBfFNLRMj,P8_QyHs8kY,1588191900,1443103832
NlBfFNLRMj,qHjrznBy2a,1514787222,1439290258
NlBfFNLRMj,7l9JfpSSmJ,455840468,304736040
NlBfFNLRMj,lXYwvGe04o,380629043,118818157
NlBfFNLRMj,xjkRPOWu_C,1719505332,1014371957
NlBfFNLRMj,7_V2kjAyYD,1322779157,1071325018
NlBfFNLRMj,7BBOt734mD,1868935268,1331143328
NlBfFNLRMj,GojAqLskrg,1676282202,1332099271
NlBfFNLRMj,lvbH76XTeE,754227900,114291986
NlBfFNLRMj,sjtKe2haTr,1619783772,1193433930
NlBfFNLRMj,hkGXqNVSaS,680272961,408248742
NlBfFNLRMj,0ivc2VVZEz,1129854967,941233856
NlBfFNLRMj,H4XZhh1KAG,1497577365,1148288560
NlBfFNLRMj,nFboa6zGZR,1835196177,1255795766
NlBfFNLRMj,YkH_zSBDxb,341263009,294083703
NlBfFNLRMj,hs_C8tMFHh,1737797747,605655305
NlBfFNLRMj,5zuKi5p_Db,1022038027,471118325
QQC7d8ui1z,Qb2OlaeQii,1770703072,1211554356
QQC7d8ui1z,guBimmv1v3,903388780,622999279
QQC7d8ui1z,zACFw4MCU4,2100043955,1963222526
QQC7d8ui1z,9Tn_trNrD8,854699526,676042970
QQC7d8ui1z,C4KSbiC2k5,1029441318,819961577
QQC7d8ui1z,M1gJ05BD6N,1223971863,781312079
QQC7d8ui1z,xU6rvQidvc,2144584970,937671842
QQC7d8ui1z,27ZyFmEuFj,1102492948,204988847
QQC7d8ui1z,fjrN0LT6ad,1340872799,224514477
QQC7d8ui1z,c8gsN8xPQD,1376884504,1153783514
QQC7d8ui1z,423Bppkou6,2033440941,1130027460
QQC7d8ui1z,aizu_EQMiE,972112370,80283099
QQC7d8ui1z,NtI17ptwlf,2116581209,1230752227
QQC7d8ui1z,2c_Al4pt_Q,1836677011,1207181855
QQC7d8ui1z,8348az4tWm,1911599891,1055386172
QQC7d8ui1z,P5ZxJqkXwQ,2050455484,1602315362
QQC7d8ui1z,taOlnQClGT,1200321469,11956859
QQC7d8ui1z,4JMNKPa7M9,1141819643,419136336
QQC7d8ui1z,ijDVOi0po9,2007714831,318175000
QQC7d8ui1z,dopZpTpbgL,504859638,228648196
HmGlJo5lXo,IBJlTPyn54,2110332474,1350621483
HmGlJo5lXo,veZBslVOpx,2094742176,2087725590
HmGlJo5lXo,ZIwVCZzlZy,729951426,266891344
HmGlJo5lXo,rlWkfxx0ZX,2062047539,907794439
HmGlJo5lXo,y8_BORQqd1,1925598381,1072587850
HmGlJo5lXo,kFlc8QoS9u,903870860,528003727
HmGlJo5lXo,eYjAr5fRB6,993367744,462811919
HmGlJo5lXo,JMT3GE56ZI,1951692323,1733897989
HmGlJo5lXo,IMxPBTxdNf,1266532130,687545837
HmGlJo5lXo,fFJkpoez1z,1463586853,314313568
HmGlJo5lXo,Mk42R5NnSR,2061279084,913881691
HmGlJo5lXo,enzUKDaIiE,2067628575,1290216891
HmGlJo5lXo,IlxdxKhwm2,2061285903,1902074699
HmGlJo5lXo,EtGiEIHcHB,2120405796,491675575
HmGlJo5lXo,IMdvptCFzv,231800453,118002081
HmGlJo5lXo,TXRh7CQbOt,867253948,580484706
HmGlJo5lXo,nqM5VjSBQG,1885176403,779929480
HmGlJo5lXo,LnCp1qO8GW,1823343780,15712712
HmGlJo5lXo,NGyTsnosXu,1711756611,467889523
HmGlJo5lXo,yXa8gg1MPc,886990052,645425650
ieTp2mQr5j,Vf2HK03B69,1942880087,1096653440
ieTp2mQr5j,o1KehXHQHN,1736073988,1235291387
ieTp2mQr5j,LHPXoceHec,1379735893,484124920
ieTp2mQr5j,Rtulx3QgQV,521032013,83507770
ieTp2mQr5j,o73R6uX3lr,1124692739,49074203
ieTp2mQr5j,d7resxgEe0,1508501178,1239406053
ieTp2mQr5j,jNasJKAXUA,638260259,593556373
ieTp2mQr5j,Hoi7pgbCzo,1889390876,275276633
ieTp2mQr5j,r7zrvQV7mU,711202401,681393223
ieTp2mQr5j,I3jksObFdP,1629580186,618989314
ieTp2mQr5j,eyh_5Sl184,1547780396,1021540534
ieTp2mQr5j,SsXbsYq11I,1182058333,877125341
ieTp2mQr5j,wEFdVa1VXY,1650473179,1092368461
ieTp2mQr5j,ngATModzs6,1497775333,781465410
ieTp2mQr5j,Ypqs7RjUAX,1874001107,1368244764
ieTp2mQr5j,nKoPuyu7Nl,1956036928,1455595596
ieTp2mQr5j,C8s5jJE15Y,1383419727,84668388
ieTp2mQr5j,2JpwJWbCP0,409678242,94498663
ieTp2mQr5j,zLj2cQGpgx,1340370835,1282095113
ieTp2mQr5j,wgrmV6iD2E,1323839930,297873657
9Wx9VXzfFx,GyjpBJGWAh,1410392456,115641552
9Wx9VXzfFx,63ydV46gsw,1725752401,1114953893
9Wx9VXzfFx,lwzkI5lS31,733076676,425803997
9Wx9VXzfFx,PrauDScBJn,1913515088,972079641
9Wx9VXzfFx,mL2zRwGJxR,1893598313,329817224
9Wx9VXzfFx,9GTb6DGfdB,1988341699,1690397802
9Wx9VXzfFx,LTCrXWwhs2,1907835888,1859939454
9Wx9VXzfFx,BQfiCtbPUi,1416356797,730401594
9Wx9VXzfFx,zYsdkLEOh9,1742055949,1355956997
9Wx9VXzfFx,5cI59xyODK,1625032856,1587864342
9Wx9VXzfFx,YAAszX78Kg,1549855731,897257163
9Wx9VXzfFx,zUrcB4MVLV,1764861119,774079850
9Wx9VXzfFx,PKApCUhk94,1679733300,1034540976
9Wx9VXzfFx,8v9ptqElL_,2052131492,1929453420
9Wx9VXzfFx,tn7Nty8SMJ,1494632014,1194841170
9Wx9VXzfFx,mklojbgIJs,1992407256,1419162304
9Wx9VXzfFx,Q8zgd8TAv7,2084418803,1829730294
9Wx9VXzfFx,tloML958lz,921350336,677232083
9Wx9VXzfFx,nmfs2YaPPO,1789367362,301902949
9Wx9VXzfFx,dit9wgP8RU,1072908161,990866372
7NJVYrW4u4,A64Pwvlenb,1882751653,192779565
7NJVYrW4u4,dGNBQmEQsL,1632577672,241389893
7NJVYrW4u4,nsc_CpHyOr,1565808797,126361799
7NJVYrW4u4,6Ri2C1piaG,1394532922,19174039
7NJVYrW4u4,Jbabgf7m_x,1531438995,1360061605
7NJVYrW4u4,VF70a30SHe,1387279689,253771037
7NJVYrW4u4,DVHPDeK0Nn,1759381132,1076302693
7NJVYrW4u4,snK4zsIwJ4,2061807435,815763400
7NJVYrW4u4,nK0p56zFF6,1863227287,1185143357
7NJVYrW4u4,Es4VjfyU1n,1850091368,32381540
7NJVYrW4u4,rjsYzGrZuT,2077784263,1679148705
7NJVYrW4u4,ThChePAS1E,2124930473,1734155549
7NJVYrW4u4,4ESZNNUPOP,784782352,286666564
7NJVYrW4u4,0ZrsRoQllD,1597888390,668799502
7NJVYrW4u4,G7uw86qamm,1609891714,1370373591
7NJVYrW4u4,261hq3gjSp,263783602,31558133
7NJVYrW4u4,k0eF4u37eI,1814782447,846432556
7NJVYrW4u4,rgdSEOSBpU,1606253862,101643590
7NJVYrW4u4,znb0tzyxw7,1160076512,60528443
7NJVYrW4u4,gQWk_PnueT,1068533805,261370674
XPmr1q2ByF,HGapgUVm6A,963558005,706359973
XPmr1q2ByF,rh_wW80ihB,1908647803,202218685
XPmr1q2ByF,Kw2BgQgkvd,2002570708,591337369
XPmr1q2ByF,PsylFxBY95,1674196667,717993379
XPmr1q2ByF,fJwzkTmivo,1281997926,1102396179
XPmr1q2ByF,BDUvCA5wYK,2028358088,1508469799
XPmr1q2ByF,jyl4o7m6Gw,1133561381,839414362
XPmr1q2ByF,xqLnD_YWhZ,928249122,911776041
XPmr1q2ByF,4JjRmEPiSg,1372400402,1051565298
XPmr1q2ByF,lwqaJK1V6l,220062638,77009296
XPmr1q2ByF,AqMeVLOX18,1444555546,758250268
XPmr1q2ByF,AhgegBWelL,1145045358,8122482
XPmr1q2ByF,L8I44YQQC6,1093534159,1025690774
XPmr1q2ByF,dKhP9E4orU,1927021722,1876114564
XPmr1q2ByF,PQY7HxqX_l,826902702,671961497
XPmr1q2ByF,Zl1ubG_42C,1796132410,116939563
XPmr1q2ByF,FuVIeiUL_1,1128330534,561957341
XPmr1q2ByF,IsyINKzvRH,1885952004,547218817
XPmr1q2ByF,JGSGF_vXzx,1816734704,713262956
XPmr1q2ByF,vRDsD35bCj,1223672473,622596175
HHCOOLmX3E,rIuVyzYy0D,1515143321,203033594
HHCOOLmX3E,hwD6a_CqEN,801989209,165247222
HHCOOLmX3E,3NBydeCcHg,2081372475,1654335371
HHCOOLmX3E,4pEHgyKU2d,1752414359,971551769
HHCOOLmX3E,Whf5fmFC4H,774834262,263620286
HHCOOLmX3E,xt6ryoTvQB,1209356456,244909902
HHCOOLmX3E,Z65F0TOPVN,1922742635,197434874
HHCOOLmX3E,FkkPNxIPuZ,1936562601,118338217
HHCOOLmX3E,sa6yxKUhOR,1352623684,719891838
HHCOOLmX3E,RaTmCTuCNI,1282012726,30644454
HHCOOLmX3E,X5HHW45mj_,1947785677,1799746820
HHCOOLmX3E,hTgr_0d0Jq,1344131232,835785208
HHCOOLmX3E,tNpVrkAzcf,2050041263,1962915034
HHCOOLmX3E,bcaQszQHSW,879117773,306282707
HHCOOLmX3E,LInj6LxHgW,1943898605,1001453869
HHCOOLmX3E,jo6F9cUABP,909371721,180488630
HHCOOLmX3E,UHZCP36jNY,1756387036,739460793
HHCOOLmX3E,PhsM9g4AeO,1676298810,326027453
HHCOOLmX3E,0keXUgYSQm,2106607364,1910438951
HHCOOLmX3E,RAZ5NW8sHn,1163468920,351883540
ewdMadf64q,qDdPHWiHm8,1838594039,1547373750
ewdMadf64q,aKGBzbN5p0,1671152767,84863449
ewdMadf64q,sUGolKRFMT,1962453894,608845476
ewdMadf64q,Y120FUx5g3,1911770761,227228151
ewdMadf64q,n53fxOrGoR,1686641756,839141315
ewdMadf64q,ID7U6xqNFe,1771687865,766700624
ewdMadf64q,_1ztBuckfJ,1146720457,135165418
ewdMadf64q,fZJTDiv2kY,443567328,228100004
ewdMadf64q,0RI9nwzyNX,868736078,483514660
ewdMadf64q,NozhABazfV,2063120024,634159786
ewdMadf64q,qRarATBJ3r,2094808767,714715532
ewdMadf64q,_0jPfAHCgo,2131938721,683908209
ewdMadf64q,D4CG4RPQJX,1437679398,1134557159
ewdMadf64q,ULBl6HQWZA,1744992551,1066298842
ewdMadf64q,FdW3bsi561,823171974,661893345
ewdMadf64q,2KNINSGuKO,1736927022,1149659362
ewdMadf64q,Rusp9HSdxP,1622602406,531406940
ewdMadf64q,81fKdllW5K,2028076830,795289131
ewdMadf64q,I08dyhiB97,532819247,251652510
ewdMadf64q,nbzfcSFxGk,1938346639,1669932262
3jiwzB6leu,KKRi5liK3s,1451934831,588936464
3jiwzB6leu,1zFtn2GGfN,1544532651,407669696
3jiwzB6leu,AdGw8MwDZh,2134203172,1710052813
3jiwzB6leu,2kDKRcZsM_,1732086584,556768290
3jiwzB6leu,BLSyCwGHHk,1131266982,317943210
3jiwzB6leu,BdzNZ_52_r,1785638114,1559605827
3jiwzB6leu,OrHBImyQpR,1033064967,378072744
3jiwzB6leu,x8WnMmndwL,1705324801,264844556
3jiwzB6leu,DUIThbIZq8,1498160098,1261716258
3jiwzB6leu,up99yNzDTH,1453741960,68248695
3jiwzB6leu,0h9v7YUov0,1799192822,1199984418
3jiwzB6leu,5hACpucJnD,1312129155,57859049
3jiwzB6leu,lWlXJ5GPWS,1535795455,387337024
3jiwzB6leu,E91alcaXyU,1951925793,1285343564
3jiwzB6leu,rJ9xBnK3Wd,1879503803,304472703
3jiwzB6leu,ddzrJY9Wwm,1851937098,665747120
3jiwzB6leu,rSsvNdPgBT,1775470128,215304025
3jiwzB6leu,wIexOf0wbp,1718287713,1372709070
3jiwzB6leu,RrFvA8w37B,1971746451,332307405
3jiwzB6leu,OwNzUJ0009,726354550,124661604
Q5KE8vk81_,0J5RINtOP1,2132073998,759110323
Q5KE8vk81_,NZwEUpsBoo,2052127092,1592659478
Q5KE8vk81_,FLbQnuxkgJ,1899730198,531371195
Q5KE8vk81_,om2P7lAv_J,1132452077,878057038
Q5KE8vk81_,IOncYdbux9,2120809269,1315499233
Q5KE8vk81_,kPPLFcEsFM,2080484179,1826748712
Q5KE8vk81_,VUesPjXsBt,2004231594,1205669478
Q5KE8vk81_,aeRqWpOma9,1306903512,1146133114
Q5KE8vk81_,M91ngDS2GL,658276160,639506914
Q5KE8vk81_,cWJnyyxx61,1906637966,740500417
Q5KE8vk81_,Ukg6OoNWon,1922382312,991447412
Q5KE8vk81_,2IwwsIQbE1,1991794561,1958802160
Q5KE8vk81_,qPzyQJL4Z9,1213830522,1098942524
Q5KE8vk81_,IFEY9qu7v_,1348104502,795083653
Q5KE8vk81_,bwcousMGsv,1902301635,384964112
Q5KE8vk81_,X3SoQccT4P,1368055470,1367418947
Q5KE8vk81_,M9rm6JfFBN,277491461,50869004
Q5KE8vk81_,b0VAZQaHpf,1961720665,1827212822
Q5KE8vk81_,rasf_17tR9,928915257,581496149
Q5KE8vk81_,vtsnas1gmv,1802826959,555583235
uUYAVi_Io9,47wZ_bI8k9,823171205,543377109
uUYAVi_Io9,j4zQ7BdGMF,1038160603,497169017
uUYAVi_Io9,tVv4ChwHyE,1395507473,205443135
uUYAVi_Io9,1ZG3kEGPFW,1512987348,30177445
uUYAVi_Io9,9nch6AuTEv,1181509531,265073739
uUYAVi_Io9,J73hMwpXxu,857877277,642797399
uUYAVi_Io9,q0SBqlCeSc,1951368403,48396859
uUYAVi_Io9,wHcRarXcJ5,1735879124,1607159831
uUYAVi_Io9,5JkGfKZuJJ,995309814,744260049
uUYAVi_Io9,NrjM3BWWYT,1851880682,241343714
uUYAVi_Io9,900R3WKA6s,1686694665,1283580900
uUYAVi_Io9,s3JP73HgxW,1669912816,1366658153
uUYAVi_Io9,FRb729Hai0,591116017,57278669
uUYAVi_Io9,mG9I33e09L,1414066248,732567211
uUYAVi_Io9,5tsz3t_tzq,972742645,697631482
uUYAVi_Io9,b47KqPvQeR,1953554605,267713269
uUYAVi_Io9,Y17o2_wR1t,1946111902,832516506
uUYAVi_Io9,tEtOfgFORh,1770167654,824231410
uUYAVi_Io9,_imWEzuTWv,994126754,385893825
uUYAVi_Io9,rJArq6epD2,2045032296,1159239105
bpyEBn6GsZ,zvJs5Z5coS,917992883,546258131
bpyEBn6GsZ,uGu7KeMVDd,1709118027,1415624765
bpyEBn6GsZ,EdhHIgd2O7,1648595077,1052468779
bpyEBn6GsZ,XvZEZBPwqN,1787549795,388263685
bpyEBn6GsZ,dHPfkTpo4y,1107218930,985725605
bpyEBn6GsZ,33cie0iLVZ,813917487,743846137
bpyEBn6GsZ,LOz5SYnSL6,340343293,44071460
bpyEBn6GsZ,ziwm53ZaZb,1084177856,159185065
bpyEBn6GsZ,nUNrqG3ezX,620586017,450873575
bpyEBn6GsZ,W0a6_xZN8r,1521014097,288346832
bpyEBn6GsZ,K3CAbsIKO3,1265892967,545700148
bpyEBn6GsZ,yaHavH7owE,1528575996,700448193
bpyEBn6GsZ,21HqUW6iZt,344881455,327970898
bpyEBn6GsZ,5olW9V3tU6,2091033923,1051553055
bpyEBn6GsZ,jJVrQEsv6U,1757275199,623926304
bpyEBn6GsZ,ow_kRHZzKg,1875027348,1407540669
bpyEBn6GsZ,4ojGg7qqpt,1974579490,1589524965
bpyEBn6GsZ,36ahitLtXI,1022027541,348608237
bpyEBn6GsZ,rYCqT6FE9E,2046537537,898047884
bpyEBn6GsZ,qrRhZFA5Oj,1859679381,269578719
RmTxypkw3A,RHDMRLEi9u,561253263,71356135
RmTxypkw3A,PrIRUtq8jr,1728649704,1472601067
RmTxypkw3A,zXSRFtfPfT,1729244453,215126229
RmTxypkw3A,9tIzuyt2wL,1200303487,248010168
RmTxypkw3A,mskVkUobcs,655360661,44667545
RmTxypkw3A,An1H2fxSVm,1876365678,1192783725
RmTxypkw3A,G16LOc9Czv,1951863903,1114169086
RmTxypkw3A,QUBdrjR0om,1628823034,1548200202
RmTxypkw3A,if4qzCm9Rb,433092247,174872026
RmTxypkw3A,vLbi63_CVB,1139229328,489361596
RmTxypkw3A,_HSnkrvx5u,2119701631,125474655
RmTxypkw3A,5N7NXBxvl8,858384803,227048457
RmTxypkw3A,kl6gWg_Ef6,1209211048,336787582
RmTxypkw3A,b_88G36yPj,1656526178,1545971892
RmTxypkw3A,8wHhUxTnA3,1120344596,689201816
RmTxypkw3A,LjrgGcRIDR,2066845166,118804138
RmTxypkw3A,ZS9csvaIuG,896504520,136829734
RmTxypkw3A,Q6KP3MO0gM,492886344,364378622
RmTxypkw3A,nkqzhvIzJL,1804191676,1530382656
RmTxypkw3A,D_WyfRvtrL,2043071186,961161970
dku3rZI0sw,tYU8vPGnUr,973794467,213923405
dku3rZI0sw,bWWLOxP3Le,1416574589,970613369
dku3rZI0sw,2TpVWEeJig,1888472699,901808613
dku3rZI0sw,6H5jAG7Gs6,1671602799,1160853186
dku3rZI0sw,PTdQ5sFDE7,1284750666,515181361
dku3rZI0sw,_Ux7c6XL_6,2019196226,998462089
dku3rZI0sw,alIanFigc2,1469570752,839466908
dku3rZI0sw,SCQ9OB17Hz,1543391720,478378507
dku3rZI0sw,HgCxE9QLTM,1507862158,1221503561
dku3rZI0sw,JXibZm7alc,946305045,137354421
dku3rZI0sw,syMhO8zRYU,543853438,8377458
dku3rZI0sw,3vp56yN1ko,1771342915,309597528
dku3rZI0sw,AAtDNQv3rk,952599000,809640687
dku3rZI0sw,uFJgtK3ZGm,1148188447,215758461
dku3rZI0sw,c2PHg5V3UX,1211838506,679680811
dku3rZI0sw,Jy69bQt07_,1894267765,1648768995
dku3rZI0sw,NqFNpfcQ7t,584393139,222754001
dku3rZI0sw,MwjHwna4Yc,110110931,20252890
dku3rZI0sw,31zBdK93sr,1769013800,58677388
dku3rZI0sw,zhTegviOur,936081731,888693374
KAShRH6xYR,IyJxtKypOn,1591661946,1403272137
KAShRH6xYR,ROOb78qmbu,2072376681,319349032
KAShRH6xYR,GGhkrX_Bl8,1322636590,588385960
KAShRH6xYR,jUWvsp3d6W,1973530528,2275458
KAShRH6xYR,xNniKe3nOb,1756427023,338559044
KAShRH6xYR,OmZGI2ZHCs,1222765831,357574872
KAShRH6xYR,hpdZzwpZAP,1605832231,88166650
KAShRH6xYR,MrINmBJhLV,1792130745,1708826873
KAShRH6xYR,LHa30i2QaZ,781533340,645097070
KAShRH6xYR,pcr19LgaRJ,1300065637,1284134878
KAShRH6xYR,xGvgkk8ZOu,577965809,426851269
KAShRH6xYR,DArGVs5b07,1114650977,145264057
KAShRH6xYR,9ut6LnYp0E,2134625878,1760277261
KAShRH6xYR,iX9QY3HX84,1201070462,87384682
KAShRH6xYR,KjzZ1UZAZv,477909292,140402160
KAShRH6xYR,V_SbVwFbEo,2044701269,995633317
KAShRH6xYR,Y_xWTiMFKD,1331964624,564434101
KAShRH6xYR,PamvflBTpv,1952697378,89045132
KAShRH6xYR,99t2uAFHoM,1490580695,1174519229
KAShRH6xYR,g7gtdKEWYD,880888872,702778551
5rFEROkIhS,ZEtGIEWgdH,1536219298,294278876
5rFEROkIhS,kOeuiGSxcH,1969437735,691446986
5rFEROkIhS,PshdnWBGOv,2120836420,379123390
5rFEROkIhS,oLeVWTf1PC,1645147232,122600534
5rFEROkIhS,zlQLXa17mh,1805010456,123644185
5rFEROkIhS,oeY7lr4QVt,1791792018,1552192420
5rFEROkIhS,wWBq1uDnoX,1861190848,1263264778
5rFEROkIhS,5kViNa1cYa,2128609852,1591525909
5rFEROkIhS,ON_vstu4gn,2031219466,151803398
5rFEROkIhS,Z6ITNpq0ey,1403830266,430255943
5rFEROkIhS,s7uu9bnbog,1550504102,1520838532
5rFEROkIhS,w2teTbPPoZ,1487523120,1048469571
5rFEROkIhS,od8FYShbLQ,1701272961,298303861
5rFEROkIhS,ACSlOKZGsP,2000759266,1371288328
5rFEROkIhS,3fiQUkr6bR,1517607427,741711110
5rFEROkIhS,_j6EQatzrO,2142103417,853546486
5rFEROkIhS,M78ejTcBot,2080409042,1530853924
5rFEROkIhS,4l175251Cm,2124594539,804105319
5rFEROkIhS,JVm4rDdZVe,1753087413,1513298189
5rFEROkIhS,P5D_F2DL1Y,1654464117,250213636
MvcIJkkfDZ,7xtojlC39F,1142680417,528617054
MvcIJkkfDZ,D8Wks3ktuv,1532662873,1270818088
MvcIJkkfDZ,dL5ZJZSHmD,1620840176,242028072
MvcIJkkfDZ,8OUttv7qum,1690106651,1404471121
MvcIJkkfDZ,stW34pIfdR,1088842938,73823395
MvcIJkkfDZ,KPhGmjnFwM,1785871958,974658731
MvcIJkkfDZ,IPHNEQ_jM8,1000977125,510610510
MvcIJkkfDZ,P5efYnzqCx,814929826,127075997
MvcIJkkfDZ,SYVm8J2MWJ,1538446599,57356963
