NOMBRE,DESCRIPCION,TRADUCCION,COSTO_PRODUCCION,PRECIO_VENTA,TIEMPO_PREPARACION,TIPO
3tubsYi9i5,zlHfRwetuv,q_Ypj2rodU,1251273412,161366158,681767784,27939312667840
CSUvAns61x,Mj9yfCDioY,ckaQGced0j,2095101286,879378643,1046100253,27939312846632
H4f7ge7yya,0RkgVKwgf6,UVPlHemX55,72635864,1083361367,1965422929,27939313028496
3L1P1ecAlw,hiZuYwXTlC,IwCBY0PkKY,1104507927,691617549,1890655308,27939313207800
EXihAGZYj_,XV8q75cV5v,eYCBEZDj0L,233420844,1746865460,1766230517,27939313390433
CRRX9yXeQH,AOamNaRoRX,pgbBshO4wh,951503404,1973787287,735128121,27939313595864
6sLQ5bQZ8A,XDDSck3I7u,w8vJDDU7t4,1576384596,688292141,791370477,27939320793105
lCixrENkcd,ARkMkUtE2j,Mo7rqWOGb8,915726076,2074521763,1751012365,27939320989570
EyQeZP6KfP,aVITnykxZI,XW1pd1gLAc,1494542317,517908880,17246407,27939321176046
KkDwyCVH6v,EfzcVIHJ7Z,RZ1RfPP8YO,1540864895,135402412,65995078,27939321358679
BAMkCe99Bk,PBJq85RGMA,v7hxmifhC2,635388238,1547999027,830408092,27939321542337
oC8Wf8nvIh,p7aSHxrUya,7beL1mupSF,1858953661,1880742913,2143313280,27939321764161
AlpUg2XGph,4d0AUih2dv,6vzngYHp3_,1055130705,1205176917,442249518,27939321948331
Qg982YV7Ic,hLlfzNwINy,7ChNP2bSxA,1862603127,391858671,1654368424,27939322147614
5zFRBf5CJQ,wRwg5HvLuq,ZsEUZsw5HG,682783007,1110360784,1869081557,27939322334858
s09DGrVAyU,83WHnZT1Ko,MjedFcn1XR,1712196383,1534303518,222962336,27939322525945
oYylBoESp4,ja4e0RApbT,KMUMoaIoI9,1910097778,636321980,1047229788,27939322730863
uuHclffLwV,frwjYKLZJw,mNL7jhBBqe,1735888439,335549876,982846398,27939322928353
Eb_Jzqo4b1,Zp22WmQPp2,jGgkbrlIyw,854148947,1202652172,1865420195,27939323110730
YmnMwCs5KO,rZp96Iv9yl,t379ozsxAY,282122992,312341426,2135270252,27939323292595
PRCx8LzyzG,wpz4YJbGyH,VShGVABz2f,242233629,1980796113,42489705,27939323472411
cWwY9AK91e,hyWtEJkvSK,t6KlmEZpGG,744508718,1816596780,1451392665,27939323661960
wbxef5mW2y,zuySsY1YIQ,v5AVPGHgeG,2055442021,272029407,1308408081,27939323851253
6MOVjEvYbT,EnMncJfFXo,73sSXhax3F,2118524029,670005120,1833108372,27939324036704
aHbdkgsXNm,mybGr7IppC,ivpoU2IQTC,82418119,1648570367,983389626,27939324221387
7xvRor4CMd,VEPYPZR3Oz,SPhbYv5nO4,1713692372,322298651,916981312,27939324414779
kelTGE_rgr,wPfRm5lZPK,ezBzXDzjiH,551619547,549636141,1324115098,27939333515710
o63QGqX8fy,XNquZ4EQYF,oywHJ2t5ww,1828693866,2082973668,1968953753,27939333814378
UIjtWQpyG5,jZs5QeHibO,vGEfsedEs3,1953873658,1601795204,200269742,27939334105618
uzUrX9HQlj,i8xFcjLIhR,J53IKFYhis,1404833079,1589390943,1914300526,27939334394809
NzEfGkFvbE,Ol3S9Yqb2y,SZwdQYFa56,929877114,1416936745,1552418514,27939334687586
v2httbW9J4,FcIXXHU9LO,yJ8rmUueJF,128860618,49777425,433782495,27939334972166
Ao_U5573fo,kPqOAuyvbN,lyod7v0h_R,227811001,2004633476,1998038707,27939335259820
mVY3mTCosp,RrH_77dAhp,NA25rJzeL5,1373132101,903782526,1766909944,27939335546706
t5P0CZHjVk,qYf57WGGQr,EUNW63qM2T,888841429,1816545584,2040819610,27939335836665
43crPwWaEv,TW29hg1k94,hfAfhAeDhn,1036449096,734459358,211117402,27939336123807
lYiJrhr9Bx,i6prfqV0Zr,Y8ypfljGKy,732507827,1757302381,1682370880,27939336402240
zRTQoDR_ye,Yi9wtQC3IH,VJWGEB5Npt,1991063776,1865022117,545012635,27939336686308
3Hlo3vnX_H,mCqqhYYIcY,oS4cyWRR95,1333722164,1655153393,1050176512,27939336959873
9qJDdrJ5Ve,ddTHTll9Ri,H4pWwf3MCk,527065159,1047850753,429828782,27939337265458
fSItcB9Rdq,tuxlmAKnzM,8ruItM1um9,140201292,1433372393,1781669769,27939337557466
SPArLFrqi7,gXQVGnHlPp,1MXcN0_TKn,1692248874,1377112767,1184232126,27939337845376
0iI5YXHhkJ,iEoEtmUAdr,xy0gKQWWSc,123566253,660029901,226563744,27939338139690
4n5Ppwm8p_,lhgZEpLm_N,O6s8buAXrO,531318884,187626222,816055548,27939338428881
A2Z7uyYFWf,9qxeP9wbb9,myS2LtODSO,1440744510,796451945,415110343,27939338713974
75wwi1MBGv,QcFRUoJEfB,AWj3cdzHSD,720229328,751763012,560639647,27939338997529
SJ5nltxcLI,ex2z437Nqa,ASdlGb2ZwT,1636145859,145295973,415320046,27939349663011
7o7Eg8NnZM,YquwTN7PA7,mqqQHkjnr8,1897555073,1378087338,1865734587,27939349952971
9NdBSfB71m,I4Ki6hLd5E,nNua1EN_od,569489366,1101909500,125269986,27939350238576
I06xKor5Io,eUgYOcoSzi,sTiVW0nEAA,609762484,1526138711,550701713,27939350524437
cBZde26lT3,IlFa1Ois1O,h22yH329mO,473602862,1011877310,1798404484,27939350880482
FDK1trvuiN,SDwaDTKmG3,mYcDDiCQgN,556104503,514404662,119319810,27939354586941
IzPOrPVsFl,TTALsIXH88,5RBG37ZOZB,1044743421,1435693452,96373986,27939354795701
GngZQbPGEI,s5zkb99jdi,GjldfDW7mC,1919377456,1329442578,1759576357,27939354983201
vqIwcrW1R_,K4lPqwvN73,fnSOAVgCsn,804762910,343527840,586019291,27939355195036
LBlTSmeMRd,pBONEKbrhZ,KuVYpLJbsJ,1560488851,1220002099,384780000,27939355410456
Ec17YyXI9I,CgUjeckiuX,Zxvh4S2yKI,1396075452,705160653,412018846,27939355597444
226Knwx0dH,ZyH7sS3_PW,CP0gVKRoRE,1608392033,286959479,1813429867,27939355807229
iAUQDJisyH,OgqvcovD_I,55wnIQfu4F,2065332195,1900047934,1701004427,27939356003182
H4bQ5tFfTz,fN6rcrAAZM,tGAQYABxJZ,622471807,1380963753,294622501,27939356209125
INFZZCUBRl,vveodnHZl4,82HuHR3Fcp,1272788154,472445983,751927147,27939356404822
iopfI8GQLB,IFJRJzcTuy,0ro_Gie8lg,80261035,1947832382,406391507,27939356672240
agYJnzN3pm,N9H9WAHD92,bomC59tB58,547070917,1390401537,1696165679,27939356936328
g905VPoVP8,b4NnMC5l7B,Us3nkvjQEq,1703229775,1317712754,154342553,27939357236790
9mZRxaCqXI,o7xccwvk6h,GfUMUquNYr,659855380,566823568,1424384798,27939357533409
LarGjxQAjJ,CpO6Xs4EX4,lp0bRUHxh1,1096836436,1881857427,483694170,27939357767016
FJnkdyB9O4,MDj6zc1_Jz,ivsqNKLh4j,542263507,1096956557,897140392,27939365253960
b29p8kaKMo,lZqmW7c3Uo,Eom4eLVTG9,1598296273,1419670666,1742399546,27939365447864
oGfVbhk9YP,58NOp97e7T,_hObqhTt18,351732551,1519429167,1689169839,27939365646122
MgV2Aqk6rH,ETI2Ec1hzX,v0IsIOvRVI,1440090267,1207793486,462047456,27939365851040
iG6_oFHmEK,Vnl7O3MWIB,YMR65khkjI,687293150,1761154439,1603004654,27939366044432
dtvrn5fZuy,PSP_te2ZdK,gvFc6Exgfp,1359574751,3107407,140122217,27939366234750
iwPE7ynAgT,2bbVmpoWJr,BevkcpQIOM,925199994,2048389449,1713323896,27939366430959
OrEETnUBez,SUqufCJyUf,f_moXoWObd,1052004860,476811906,778777665,27939366630498
aL1y4XvSxa,z8xBszOIzM,dvZe02EwMJ,848472130,1620219650,875802198,27939366855652
1ZYxmUSQXL,2HVhQa9T7I,ewhapNrT4I,1565414550,350742645,114363330,27939367067742
CgqPjol44s,4e8RayatkM,Nlbaxoqin4,133573657,1801851172,2117596429,27939367435827
YG0WbjGElH,70vskSSzhb,kecYYvUHDw,247174859,1819556121,100471270,27939367688132
pWYvRFWpng,Zh2csEXdIo,Muu4edXmq_,2097898098,897617184,1992997903,27939367890233
Haz5qdt1MS,UwfLJt5yAQ,RP2RbMSKNb,1699957734,1916386757,1916509765,27939368094895
lZVIj26BiS,7DXdL7XESf,G7au1czfBk,19149112,1714972904,1225576435,27939368293153
LXmH2AJZdR,LqQBsVfaUX,9wuHqDg4St,1194897604,228866923,1274119015,27939368491924
mQWyvlctNL,6JuC14t0AZ,Wn4RANU9XB,90437230,807849658,1730777605,27939368747816
PvrOZIV2Hi,tl2_kKTtEO,s2Qv6ca2bF,1145432547,1915865845,1538008017,27939369027273
sqY_Mjr334,cYCcRVUu1v,J9uHBmnWrh,354317133,534173668,403726589,27939369251659
gCNEh0wiuw,mYrUucbqLI,rBrTPHuE2C,298678958,751279575,948793638,27939369451454
Iikxe6ybXG,IRC4n2PMTn,yzCCwIvVA2,429498695,1546953395,1007678380,27939376976564
XtTMsHoFk9,jSG7X40dLW,vb8ItbhC7p,1561015122,98823853,642397252,27939377390755
E9xOmMvGEp,Udj7shcGT7,moJ6g3UrUD,1670169245,1126784356,966185769,27939377887169
_SbO0EHGlp,Hk1gE6ZpCw,rHLNtcgRry,1876031318,725899017,736016386,27939378341832
XUgbEI1hhv,Dt5SnjAQSV,pfPA_BeUSs,875460955,202654571,2141899596,27939378801873
CaNFUqFfJz,oNAbCjXD2b,gTOYReAiY6,1385558201,1779993243,69465242,27939379124107
PhiaBm8voX,icnBrWGD2n,i3R9zb2l6G,1553728884,7378026,1427315740,27939379439169
lvVUP_39ot,qy8u2v8TiJ,aRq5Pxd2kU,1400135581,1088145705,1524705718,27939379757817
6MlkXxloev,zsfiIUgEPy,O2drArKUkQ,670213914,1404670122,1251411301,27939380084918
4KO9Bi8HVR,aoZvUrPl5o,x0eBj99cq8,982156224,403264256,635279231,27939380399467
J7iDkGBMQT,IjE9YbD6UD,MLGYRRNzMr,1209666657,715166329,1676936865,27939380710174
GB2eCyRBfK,y3h4OtmmVs,3kwYWg7lim,127128359,1811036845,810560283,27939381024724
gcPNcvlDnA,WK2sOpzYoL,_MGcIIgZFm,2028017594,1019517902,27927169,27939381332870
onYdv8t1EO,NybgwxstWQ,cs5Ds1lg7X,299480262,1671813632,1965199725,27939381678413
dHJVJpbp3P,kxg2XFWq0R,1Pt9GIXZSR,392762156,1990877626,461937159,27939382012686
h0fzzzelLH,hKNpxD1HxW,RyIMwmWavq,2027205246,1937569458,676905314,27939382311867
JO1zEv3E51,YZeShORN8c,G5F63A5BqH,260991811,1426817316,691103978,27939382568783
QIpNTigsD4,1aOaFYEwPh,zBJeDNwFhh,792211629,1345294820,1988976077,27939382821857
7mC4zldM_P,NPXn2HY_Po,Xll3n9ESja,2093324443,135626271,323538814,27939383071345
TbPHhMD4ss,cuZ7OESGd9,QaGlmO9er2,495782631,638955193,4548094,27939383324163
OsqcmP0p5Z,qf10mmda2W,pBnvuqSWmM,384234517,1201722677,1317062719,27939393027042
257_d_ejY9,s7gkHQzmJv,xyMq5efl6Z,458697911,1280736846,988456354,27939393252964
udM_bb70Ge,r8V0hzxb8M,zq2E38AvDS,184248101,420622621,767695180,27939393449173
WFnKCjuZsK,qYxLtuIzjk,vyRYpwyOqs,1626278746,672470401,248892173,27939393638979
fCnjZubkvW,GQQ1Vpz107,ZYpKHHJWkK,1055752541,155210709,26501885,27939393872073
GJ_MdRD0J1,qIGE8jthmX,gi1ZGwKCEu,710829172,1645548498,2032346445,27939394105168
USoAD616RS,Zal5i3qUHP,LBiRjep24W,1539636045,1682722208,363597101,27939394357217
KI54pl5UJo,dqaWzBT13s,kQNsd1hLOh,2132179452,551803227,2091061707,27939394545742
4G5VO03xv4,pPVkuEjjEZ,x1euPT2pHs,448825481,2133792336,1534794532,27939394735035
DjA46CLtdu,xHI282jLtk,09kIv4rEpR,378525863,753023596,824217468,27939394917925
qWy6_Kwo44,2zToEEbWu3,fSdKjAglmt,400453401,910103465,205439668,27939395104656
Q0S4WsIpxt,V8JorTCOVJ,sQeacbv_Mz,639796270,1297860056,639227225,27939395418694
Cov07EGKzj,euHfHNynZt,Wiveta0ctp,1948237399,1451791646,1915689978,27939395764237
3KPXekL0NS,ygfIQvtuiN,_r5Lu6ngUf,494102801,1897331642,1579708137,27939396062393
tXmbuDeNHY,ncEHGiVukO,dxsigalJTZ,1465560188,980672861,692336284,27939396379504
OXojbxktBb,KCsBs88UNu,vj4GG1GGSO,1555214527,749481507,627104470,27939396720181
oCYbTV96EW,aiEiOz4jKD,DWiXzxgTP_,1845009806,510446131,922534792,27939397066749
bQM2hyDoRm,Izr9NWruxP,rZuuD28NiH,1363778337,1124244803,1429625033,27939397338265
qjig5FR4qO,frTSaLgTue,4wWUu8lvno,1629775897,710578097,506879919,27939397678173
cNNV10EWSG,HzQWTbFNV3,3R6EMaOKru,1013536616,944451487,308730496,27939398000920
448jj0CpfW,kWC6BYcPEO,dKDpUeBBdW,1657017718,627260802,1846510338,27939408287815
lD7QaAoJ40,K_XDA_daKw,zF6ycIj03U,669606433,1819255051,1221160450,27939408567785
MDyCsJ9CBa,rGPizwkjyA,aTOWQmcbkV,515185891,284882660,532942079,27939408863636
FOF8aevK01,MvsUQl6NNd,lmrTmhNWKY,895577534,1537681246,505595837,27939409160255
xOsubKaSTL,vlNm1FdWpF,htMsPKR88f,1942518882,1706433072,900269586,27939409462253
6_WDdCTSom,KvuG3nzRz9,5UFmUluGx6,2070180101,420067156,515518540,27939409754518
beS6N3qK8s,6103bc_qHN,KH8YOV0EiZ,122647499,807659242,1482272364,27939410039354
Uk2bi0BBcm,wxsJ2F8joQ,beclgwZ_TA,1816374369,908497144,673900582,27939410308822
tA0UZchEf6,qqM8r8MYwn,df8eFuhn3I,412828445,114531686,443631046,27939410597500
l2hWSfndml,AHALENyA9A,ySb4Qq1BIl,340811650,1317860421,34615113,27939410878494
9BgIUpRM_y,e4giaF1axy,PtNVgayc2D,16591417,173309320,2022378595,27939411171783
E6elOPITJN,ZQXuRAWwfn,wUszWPxCmS,433834683,130818345,1577403772,27939411466353
R_jFbnYcHR,4seSd__09S,6fOtqJSnjv,868641062,1698023237,1126469033,27939411743762
nAdtLIy9cE,qqxH4JpMTR,1zKQvH6Fac,598368767,773774362,1991590922,27939412042942
_YeVq7PF2E,j_x7qOqKEg,1zaT1tssFn,199466821,455480314,1574534170,27939412335463
QiHEEh2lcR,JKufrI4jt5,sLfNnSfUV6,1754465346,609281322,665247250,27939412630033
CgdBsujOfJ,n0Mx5UZ9lM,Rb9nYQls3U,390265050,204961766,986911173,27939412911027
xucBGZV8rV,DsTJ8YE5fr,40FZoBGMiN,941483224,1729229865,900972420,27939413180238
ArJeW4dSIi,xrsScGgb_H,lsjyADgL8a,770584653,448299504,1849593627,27939413473015
zvz2C4G8IW,MXemLWRO0F,fWjyDFet7R,505299829,1587759383,1913202799,27939413769122
tNugBnWKXD,ZoEsBDBCFy,SbKUlPr4n9,216163684,1221109702,1890629489,27939421914366
e5Gvhys7fF,e1kJ6wOqa9,WMx_ODqFJR,1905753891,2065534537,1876630864,27939422103147
IEYuyNNNCa,ZJY5te4czD,CZL_6UiCOW,1276182318,662764500,1928675536,27939422291928
YkQAvCvskI,KdYKGdTOVQ,F_nGcGonLW,1465372007,1059428491,1604798883,27939422476611
MNzan1RZaY,cvA7m_NDMJ,udFLfg9Ocg,454349254,2128481361,758734854,27939422662574
vbJuwMqqM1,SSI0VeF7nX,D7Iq8aegeT,708920230,778296450,1543606607,27939422845463
PzJh8U5X80,ZKdPEInk1p,qv800flw1v,938283377,2060264300,1542596215,27939423026816
UjIlkzn4bw,UuQGDRgYgJ,bRNiMlg4E4,294774821,304439286,1935472875,27939423219183
Rfk9N1Eb4_,UsRArJcHYK,qQNCxAt3v0,56783477,1145300284,1791988647,27939423470720
033hR6EDMw,fr_y8QP_be,CYR5eOZUGB,1581334592,78936658,1328905329,27939423658989
Ao3sYi_B0Y,_WplNk4Ajs,Kr6qCD9k7w,646845139,185255372,838105006,27939423842135
KnDoDGtaNa,xuBcZei9is,6U69x0207r,1326486060,1800869787,27622583,27939424025280
e_MUicvdtE,ZZ_swAvTj6,P8RZdp387b,1600808514,387372980,1653568332,27939424216879
QXZrFlibLS,_9NrNPPXrk,kVCRkVu27r,1188902755,1852272135,2107196318,27939424435373
q9ecz578Gf,XnouIPtGLf,jgNOU2u6FN,1548397910,1074152152,4838794,27939424618262
RcZ47VgFC6,iZ8TLUSuhY,G936rK4KXI,1580494873,1230028194,482873660,27939424799359
KeyxUl3mE4,XjVYOvZ1Ie,Ge7Rx7uGAv,593742852,910444278,1503546895,27939424985578
rXlyZ916tW,yPUJ2TSQbH,rnrqoX9HiT,1481552040,1535910215,1803985717,27939425168468
BabZ2m2x4y,FSHib3LKJm,XEYQwJcd11,251918797,54788079,252671765,27939425357761
9TXLsLe0xL,Ef4yVswWof,iLzL3ykcPi,1174922099,876543864,1331971441,27939425554995
3ZldrRwF9P,W5wQMigy3a,_wWEgZs2fu,720791657,199988540,1121801033,27939433281693
Td08bYx32A,exOjnZ4l3M,Z8Z0276jdI,561161020,1623635374,158595079,27939433484306
rRQE1XwFRF,WKC6vM0HkC,iUFSTbDnZ4,1429832350,2080145232,1960556191,27939433667708
dIix9wZjmU,Yvi0QyYv8j,54WsNpkOYK,2138722310,314934513,1287395680,27939433853415
rsusY2aa4T,7Ll3F_G9Pl,2Oub71KqfA,308900763,961801908,1472514236,27939434047063
5Z0cwejd2O,8ZHnrnT5aB,4NvncQjGY7,719017243,2105140284,1011182627,27939434235588
MmXMnewcMi,KbGhJ1tK9f,e4Gczfot_B,272915614,1722387921,2993156,27939434439738
QR0iMsQIoy,HY6afLoH1U,N5bJJgegS4,884535864,1978995581,151859273,27939434628775
iYh2tJe_qf,Gs9zSjItot,7JFQhqY48d,887979474,638491881,471048444,27939434816019
TlxpUcDKWB,olv9yiyEiU,JlfnTSDlVA,1479960467,1799901797,146411296,27939435006337
W13oSsviiz,gIsj9Qu2Py,DCZhhacjZX,1159422402,1143071301,402566307,27939435196911
cBvbH9cz8p,YaPVPIQIV_,SdiXn8Um39,689502941,567344298,605699888,27939435448704
B3uPMrCaTj,xB5C0XYKJg,CtLJ2hXosE,1231503464,1066059472,574720413,27939435644657
UoLRKMOkvg,nbKTbiXSx8,Y3E4GgdNu5,1740184265,1461969512,1511437293,27939435830364
oRKg9ooQ_I,lev_Yv8flO,w6WWUgzHL9,2053206448,1091106750,1289479767,27939436016584
MplqosXqwv,baO2n8mWqA,EIW4WPX8NP,1069608261,495039623,925935088,27939436200242
EmKZBBsc6T,EIa_LU4PZe,B7duuNaN__,76659261,1210089954,571960989,27939436534258
Mt9JVFHfq8,dAcvHzhr59,kvmHgEfxnt,706184243,579562373,1905101118,27939436831902
sW9f2nshFE,Ug_x1tiHV0,F8NMYsip5_,743071861,1832630412,2134581419,27939437139536
MO_t3WnYCE,_t3OGJFB14,rXMzDn1tI7,2098569746,1509269384,810962393,27939437439485
k5DgTZqimZ,PuewMkwd_l,1U9e1_POPy,1727990811,1785518029,195944657,27939451452562
gDikT6yaGO,loc52uNzY6,_LTIKju83D,2138475674,1558540882,1351874290,27939451649284
ilIkduRW9_,43AEUynZQ4,bR4ibfwJ03,2104313893,1053525066,745862642,27939451835503
nWYOnABiQu,I2FaW84M7h,5ke4hHZT3A,1165059767,16053723,1063798197,27939452027870
eDJEhfKGXy,9camzhnFXp,ggNj_bKDtS,632361015,886550198,1076186713,27939452212297
oa84lJTgOq,aL9DcxEKqI,NKNI4dDDjd,1442475196,210343666,2080602034,27939452420033
bOOBsHiZRu,H90acQYzn4,aM1bu9mlwQ,2008785964,1522570896,1459235279,27939452607533
gY8YeWrEtk,7xVQDa3AUL,o1Z69uTQEl,213914758,2075555979,187378553,27939452798619
PfSFPp5Rns,ITxlMUuzk0,B2EIlu5Tnr,315288838,2008442950,906238486,27939452987912
dTmPn01jzc,jArUzyEO3U,j63oJJt5xM,843551258,1941671534,409075617,27939453195648
zubdF6WH8C,vPCNiExiV8,vVhlrjJrtm,133746230,2113016616,2126525254,27939453427974
vsZ41YLJCe,SByF52V2Kx,XRXnLzWaE1,206230039,120666520,1882506925,27939453616755
sOQ2lXZ0Uk,ipIQBJUIdg,otN0JTFCuV,1877022360,1296982932,1426642331,27939453805536
EpWHD9T50W,LG1rk6isl5,adEwdEKpef,1698972547,1709263274,614615008,27939453987145
QvR0unTVMf,AAn3xSO1kL,Wrsk3XN1_h,43843885,85349337,923207048,27939454168754
jBEjcdxMWD,t1BFedWFxc,4NmHUzjExn,1102313334,1773791730,1155331765,27939454408508
QATqMZtcYw,uCtMdF3mvj,GdFKl1DlN5,2146553419,1563980855,1735000867,27939454603693
FywOHv5dA_,NHg3bmD07m,1UvQtWVgYY,483979697,1127077657,1414094592,27939454793242
o7dB_wCSBW,HWx3_WDSBz,JKTISbWsNH,1636329519,1579226833,167531946,27939454978181
Duv_TxkTsy,dLokiH7eV3,c4EePhMPoJ,853981674,1551813324,1234183919,27939455165169
Bf6UDMRBNe,yLpE4stNRp,uYMVpSK84P,894765577,685579515,1079655396,27939462647246
nWVYk7JiFR,7GW2MayPro,ufLwWCyuD5,953912036,712521945,1272164231,27939462842943
yrdTVlO4nM,_EqLq75uTt,SV1_zEEuhr,388238765,967059438,671164852,27939463034285
ujSvoO3uhp,wGmA9MROkU,hSIfOtKI86,1229208155,103961168,574460556,27939463222810
dPOVwSbqJI,NeZNgGtzvJ,fIU4cDYoqJ,2146547875,2123636756,1552142911,27939463422605
qY7CW7KW1c,k_qhhsfjJE,dLrClS1vIy,595734805,1339750660,1299107919,27939463603702
utZl4d3hqW,hGGzTJilU8,u43KSZ3GDg,1407929151,1706575178,1077507379,27939463788897
rQKcb381ey,ytyNUcsLui,glg2rUHf79,1757589286,1786604742,1421781169,27939463974092
ZiRApBTQJc,PBKGmHjnz3,D4vSOG9gdW,1899889904,1193007030,2138657507,27939464165690
tOReD1WI6C,wvLyu1eOMX,AlZrHs3qhV,875754684,589622737,159669203,27939464358826
Z4s_BAIPA5,T4ZnF3kplk,Z6MIXwx_LV,806823461,1690965832,278571871,27939464545814
bvtKUInAoo,UwDGqLri6c,yQPppggzmf,453001602,819772423,118958487,27939464729215
vkOEU1WBGW,jzMCw_cnpi,ZUQ5ZborYM,1654910662,1791902742,871677531,27939464912873
XryRRa7KEF,GgjYRj0hh5,Let3AUxhHR,743953919,883955541,852382175,27939465100117
gvSHN6r5o2,h735wnWrgH,jx7od9SgOm,1427218168,1865653759,1943981065,27939465292997
PU3MzMdU65,bXzWNwU1v3,Xd52VL0gPJ,1902571959,967458765,1006703855,27939465517126
FOw4UmyLOo,e7m860xXII,RosELG4RqT,1301116510,1912956141,615519356,27939465701040
y4QNiaimE7,4dJP48eXe2,8SeGQ2Hiwg,1834669259,886469995,470200970,27939465895969
hFy8F5HGVg,qPPtg_tV2X,bbokX2ybRB,2053152060,816645874,285987500,27939466083469
RLewqkYY3o,bExjSbKhqk,z0PrLGfJ97,582734058,1710001519,1310573842,27939466272250
sHJLVfYU_m,gatx2pWxdu,AbOJJFoN8V,590154017,300327417,155857630,27939473556069
TSsrdDhmkD,4fXmPvM0OY,mc2lB0T2BL,727709066,728288252,1483157393,27939473748180
PYik7Li29s,vhXazhgpus,PCvoi9osaV,138084182,960875504,543198082,27939474030967
crkVZBNsUT,CwLxxhZFk0,xqORFNzjhE,662626095,1386466439,1072829532,27939474330404
5PyLRNaCcU,bUZLNjEnWF,T5DQPciDgv,1132089430,985609165,1863816424,27939474524564
gdvauanGOY,sMZkn3kus8,lL3iBWbRXP,221460402,2076832737,199951851,27939474711808
JOVfoXQi9j,6Kc9xV9qZf,hMCsfVXpDO,1203176533,1620086175,270406281,27939474910066
A6mCZXfc2Y,0lfOb9ZCYl,Mjdt3SvqXJ,1632609844,51063837,810557483,27939475092187
sAV7BrFuoS,zO3aNIY2Tt,ZtsVBWtmbb,700119504,1212772617,767759046,27939475279687
aghgvXXfYP,YWVDR03GQ3,xh1Rxuh6I9,148891404,1512834213,334303828,27939475544800
VnAuo6IqF0,g0_B01zn97,glAX3ZQKiB,1634573386,1640119863,767365138,27939475733581
4ivT_dhqlG,7_gYoEGlj7,txEtgcbudt,2061273584,492272845,1197077398,27939475921594
4pwB2zrxVb,x08AwB03KE,rpHe1a45f8,406559333,1006744718,1126180281,27939476200282
Zh45gySlvu,kWqRnst4_8,arFWeKMxyI,1926231458,603311507,1016467025,27939476419033
JHxjxFklly,69uREJ6pRZ,cPDJ7kYP7T,1769915282,940093356,31593833,27939476606277
XImSWyM1Iq,9vbnDPMtHM,zqWlTZDSGO,13446191,1471103741,332047165,27939476806840
6xUQ1ZfN3b,xKYWi6tZ88,MQ212j9sSa,1658869640,1593732956,632692607,27939477003818
nExSLSY4QU,8hVMkO649I,PiEt8zdm59,1602055610,648748278,497742387,27939477316575
NKCbAffaEJ,ukCP19ybhj,fNG1WyVfvo,1812567701,67777449,340755346,27939477572722
7JrxkgBqaR,YSkLibLeIL,4XeolIIKb8,596245017,1225825193,1424636742,27939477765346
SFAP6KpxQy,h_aWb9ldO9,7TNfeqfnct,2069699028,160672101,1879475393,27939488527908
4kThiwLVRn,ayKmJqkoE5,ayTCwzHvQj,594451801,452967560,393916277,27939488816330
hufAIkR6yk,9UWECilSAa,EVfOrs8LXT,990094936,2080881317,1409734302,27939489096300
QA7Xt7z2J3,MQdkFg3mr0,RHzhHtTMtw,1331621285,390616896,1623756853,27939489398298
x91uxj7YDz,UzddUQt3no,aKiAeavsew,714547086,178635078,523136786,27939489680829
P7QC5pkHeP,CMW7AXpYNu,NzBxqLaXJk,1469093533,1726625348,816070445,27939489946711
Cxt5NZyYs8,9Q5Uba3bzP,jMh4xS88m0,1727608167,551339934,931089677,27939490202346
s673NVbB1X,Fgt_pDIug9,NWrMrhwRYJ,699182670,1309105519,484752087,27939490495379
A6Di9S7M1j,588xzQBPUy,dsdPm1iT72,1797294765,1255800007,1518408647,27939490756906
XSXC99TNw6,QcuUHJUi21,r7TaVNYS84,1406322849,524149627,1114022046,27939491024837
e63_pM0fWG,B8BoTKK9dv,ZvaOhxG_el,209047595,1764242811,2008222043,27939491273556
DsTof5iszZ,YqQLjKd2dN,P_pRhtEseN,542902618,666442464,1965290944,27939491568126
TtVZF1vFk9,G0hdYv75tg,SSdgjkYmXv,1985820418,343545649,1056396151,27939491850145
nIq0tLbqx5,qbPV4N30W0,RJE6hBhh3o,2040665196,523175349,121208032,27939492135750
7sEFHr61PB,cWNP3hUtmf,F6G68Dx4Yh,1937481567,1790602557,1915352772,27939492500760
lArqOqvvUU,y7cpmchdKM,c1G97Ui_ge,256278465,1197258178,44214555,27939492819152
SMMDmwVTVv,ZBcQRf_RV1,rOA0gBrc3A,1699472290,1609975669,1465143539,27939493100402
3FcfiVenmT,a7SHviriKj,i2i4TWeGgZ,1927347188,1654287037,352961540,27939493453630
Qfh3EgnpIY,Gr4xusut2f,n8E6ggef_W,2113727577,197348514,1856173705,27939493986674
VKzGbSaucH,TQApabXAbn,qHvqg3z_LJ,548445435,1979940805,1494225085,27939494349635
S7MEo7O6ps,KLotx63zjy,muQv7GKDJ7,1388424244,897328925,817376552,27939501851436
dzam8LVPxd,RMA59XhZmO,Zu0EB030rH,1396722181,1207455458,1570388314,27939502040985
VuPw4oRWgl,CBLn2QGCNx,i4EcREjPbI,1074347114,1174706642,924726916,27939502225924
CeSydYPs2x,En_tAy_qI1,5C9Wnt78Cx,1084405854,305266952,910178992,27939502411887
WTPWTbZ72j,I7GghC4w3p,rCozNOJPNK,1711216294,162921252,1897040655,27939502596826
